Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist
LIONEL MESSI,11/12,LALIGA,19,2012-01-15,H,FC BARCELONA,REAL BETIS BALOMPIE,4:02,CF,12,2:00,RIGHT-FOOTED SHOT,ALEXIS SANCHEZ
LIONEL MESSI,11/12,LALIGA,19,2012-01-15,H,FC BARCELONA,REAL BETIS BALOMPIE,4:02,CF,86,4:02,PENALTY,OTHER
CRISTIANO RONALDO,11/12,COPA DEL REY,QUARTER-FINALS,2012-01-18,H,REAL MADRID,FC BARCELONA,1:02,LW,11,1:00,LEFT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,11/12,LALIGA,1,2012-01-22,H,REAL MADRID,ATHLETIC BILBAO,4:01,LW,67,3:01,PENALTY,OTHER
CRISTIANO RONALDO,11/12,LALIGA,1,2012-01-22,H,REAL MADRID,ATHLETIC BILBAO,4:01,LW,46,2:01,PENALTY,OTHER
LIONEL MESSI,11/12,LALIGA,1,2012-01-22,A,FC BARCELONA,MALAGA CF,1:04,CF,77,0:04,LEFT-FOOTED SHOT,PEDRO
LIONEL MESSI,11/12,LALIGA,1,2012-01-22,A,FC BARCELONA,MALAGA CF,1:04,CF,51,0:03,LEFT-FOOTED SHOT,THIAGO
LIONEL MESSI,11/12,LALIGA,1,2012-01-22,A,FC BARCELONA,MALAGA CF,1:04,CF,32,0:01,HEADER,ADRIANO
CRISTIANO RONALDO,11/12,COPA DEL REY,QUARTER-FINALS,2012-01-25,A,REAL MADRID,FC BARCELONA,2:02,LW,68,2:01,RIGHT-FOOTED SHOT,MESUT OZIL
CRISTIANO RONALDO,11/12,LALIGA,21,2012-01-28,H,REAL MADRID,REAL ZARAGOZA,3:01,LW,48,2:01,RIGHT-FOOTED SHOT,MESUT OZIL
LIONEL MESSI,11/12,LALIGA,22,2012-02-04,H,FC BARCELONA,REAL SOCIEDAD,2:01,CF,72,2:00,LEFT-FOOTED SHOT,DANI ALVES
CRISTIANO RONALDO,11/12,LALIGA,23,2012-02-12,H,REAL MADRID,LEVANTE UD,4:02,LW,45,1:01,PENALTY,OTHER
CRISTIANO RONALDO,11/12,LALIGA,23,2012-02-12,H,REAL MADRID,LEVANTE UD,4:02,LW,50,2:01,HEADER,GONZALO HIGUAIN
CRISTIANO RONALDO,11/12,LALIGA,23,2012-02-12,H,REAL MADRID,LEVANTE UD,4:02,LW,57,3:01,RIGHT-FOOTED SHOT,FABIO COENTRÃ£O
LIONEL MESSI,11/12,UEFA CHAMPIONS LEAGUE,LAST 16,2012-02-14,A,FC BARCELONA,BAYER 04 LEVERKUSEN,1:03,CF,88,1:03,LEFT-FOOTED SHOT,DANI ALVES
CRISTIANO RONALDO,11/12,LALIGA,24,2012-02-18,H,REAL MADRID,RACING SANTANDER,4:00,LW,6,1:00,HEADER,KAKA
LIONEL MESSI,11/12,LALIGA,24,2012-02-19,H,FC BARCELONA,VALENCIA CF,5:01,CF,21,1:01,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,11/12,LALIGA,24,2012-02-19,H,FC BARCELONA,VALENCIA CF,5:01,CF,27,2:01,TAP-IN,OTHER
LIONEL MESSI,11/12,LALIGA,24,2012-02-19,H,FC BARCELONA,VALENCIA CF,5:01,CF,75,3:01,LEFT-FOOTED SHOT,CRISTIAN TELLO
LIONEL MESSI,11/12,LALIGA,24,2012-02-19,H,FC BARCELONA,VALENCIA CF,5:01,CF,84,4:01,LEFT-FOOTED SHOT,SERGIO BUSQUETS
CRISTIANO RONALDO,11/12,UEFA CHAMPIONS LEAGUE,LAST 16,2012-02-21,A,REAL MADRID,CSKA MOSCOW,1:01,LW,28,0:01,LEFT-FOOTED SHOT,FABIO COENTRÃ£O
LIONEL MESSI,11/12,LALIGA,25,2012-02-26,A,FC BARCELONA,ATLETICO DE MADRID,1:02,CF,79,1:02,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,11/12,LALIGA,25,2012-02-26,A,REAL MADRID,RAYO VALLECANO,0:01,LW,53,0:01,RIGHT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,11/12,LALIGA,26,2012-03-04,H,REAL MADRID,RCD ESPANYOL BARCELONA,5:00,LW,23,1:00,LEFT-FOOTED SHOT,GONZALO HIGUAIN
LIONEL MESSI,11/12,UEFA CHAMPIONS LEAGUE,LAST 16,2012-03-07,H,FC BARCELONA,BAYER 04 LEVERKUSEN,7:01,CF,85,7:00,LEFT-FOOTED SHOT,SEYDOU KEITA
LIONEL MESSI,11/12,UEFA CHAMPIONS LEAGUE,LAST 16,2012-03-07,H,FC BARCELONA,BAYER 04 LEVERKUSEN,7:01,CF,58,5:00,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,11/12,UEFA CHAMPIONS LEAGUE,LAST 16,2012-03-07,H,FC BARCELONA,BAYER 04 LEVERKUSEN,7:01,CF,50,3:00,RIGHT-FOOTED SHOT,CESC FABREGAS
LIONEL MESSI,11/12,UEFA CHAMPIONS LEAGUE,LAST 16,2012-03-07,H,FC BARCELONA,BAYER 04 LEVERKUSEN,7:01,CF,42,2:00,LEFT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,11/12,UEFA CHAMPIONS LEAGUE,LAST 16,2012-03-07,H,FC BARCELONA,BAYER 04 LEVERKUSEN,7:01,CF,25,1:00,LEFT-FOOTED SHOT,XAVI
CRISTIANO RONALDO,11/12,LALIGA,27,2012-03-10,A,REAL MADRID,REAL BETIS BALOMPIE,2:03,LW,52,1:02,LEFT-FOOTED SHOT,MARCELO
CRISTIANO RONALDO,11/12,LALIGA,27,2012-03-10,A,REAL MADRID,REAL BETIS BALOMPIE,2:03,LW,73,2:03,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,11/12,LALIGA,27,2012-03-11,A,FC BARCELONA,RACING SANTANDER,0:02,CF,28,0:01,LEFT-FOOTED SHOT,CESC FABREGAS
LIONEL MESSI,11/12,LALIGA,27,2012-03-11,A,FC BARCELONA,RACING SANTANDER,0:02,CF,55,0:02,PENALTY,OTHER
CRISTIANO RONALDO,11/12,UEFA CHAMPIONS LEAGUE,LAST 16,2012-03-14,H,REAL MADRID,CSKA MOSCOW,4:01,LW,90+4,4:01,RIGHT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,11/12,UEFA CHAMPIONS LEAGUE,LAST 16,2012-03-14,H,REAL MADRID,CSKA MOSCOW,4:01,LW,55,2:00,RIGHT-FOOTED SHOT,SERGIO RAMOS
LIONEL MESSI,11/12,LALIGA,28,2012-03-17,A,FC BARCELONA,SEVILLA FC,0:02,CF,25,0:02,LEFT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,11/12,LALIGA,29,2012-03-20,H,FC BARCELONA,GRANADA CF,5:03,CF,85,5:02,LEFT-FOOTED SHOT,DANI ALVES
LIONEL MESSI,11/12,LALIGA,29,2012-03-20,H,FC BARCELONA,GRANADA CF,5:03,CF,66,3:02,LEFT-FOOTED SHOT,DANI ALVES
LIONEL MESSI,11/12,LALIGA,29,2012-03-20,H,FC BARCELONA,GRANADA CF,5:03,CF,16,2:00,LEFT-FOOTED SHOT,ISAAC CUENCA
CRISTIANO RONALDO,11/12,LALIGA,29,2012-03-21,A,REAL MADRID,VILLARREAL CF,1:01,LW,61,0:01,RIGHT-FOOTED SHOT,MESUT OZIL
CRISTIANO RONALDO,11/12,LALIGA,30,2012-03-24,H,REAL MADRID,REAL SOCIEDAD,5:01,LW,32,2:00,RIGHT-FOOTED SHOT,KAKA
CRISTIANO RONALDO,11/12,LALIGA,30,2012-03-24,H,REAL MADRID,REAL SOCIEDAD,5:01,LW,55,5:01,RIGHT-FOOTED SHOT,GONZALO HIGUAIN
LIONEL MESSI,11/12,LALIGA,30,2012-03-24,A,FC BARCELONA,RCD MALLORCA,0:02,CF,25,0:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,11/12,LALIGA,31,2012-03-31,H,FC BARCELONA,ATHLETIC BILBAO,2:00,CF,57,2:00,PENALTY,OTHER
CRISTIANO RONALDO,11/12,LALIGA,31,2012-03-31,A,REAL MADRID,CA OSASUNA,1:05,LW,37,0:02,LONG DISTANCE KICK,XABI ALONSO
CRISTIANO RONALDO,11/12,LALIGA,31,2012-03-31,A,REAL MADRID,CA OSASUNA,1:05,LW,70,1:04,DIRECT FREE KICK,OTHER
LIONEL MESSI,11/12,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2012-04-03,H,FC BARCELONA,AC MILAN,3:01,RW,42,2:01,PENALTY,OTHER
LIONEL MESSI,11/12,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2012-04-03,H,FC BARCELONA,AC MILAN,3:01,RW,11,1:00,PENALTY,OTHER
CRISTIANO RONALDO,11/12,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2012-04-04,H,REAL MADRID,APOEL NICOSIA,5:02,LW,26,1:00,RIGHT-FOOTED SHOT,MARCELO
CRISTIANO RONALDO,11/12,UEFA CHAMPIONS LEAGUE,QUARTER-FINALS,2012-04-04,H,REAL MADRID,APOEL NICOSIA,5:02,LW,75,3:01,DIRECT FREE KICK,OTHER
LIONEL MESSI,11/12,LALIGA,32,2012-04-07,A,FC BARCELONA,REAL ZARAGOZA,1:04,CF,86,1:03,PENALTY,OTHER
LIONEL MESSI,11/12,LALIGA,32,2012-04-07,A,FC BARCELONA,REAL ZARAGOZA,1:04,CF,39,1:02,LEFT-FOOTED SHOT,ALEXIS SANCHEZ
LIONEL MESSI,11/12,LALIGA,33,2012-04-10,H,FC BARCELONA,GETAFE CF,4:00,CF,44,2:00,LEFT-FOOTED SHOT,ANDRES INIESTA
CRISTIANO RONALDO,11/12,LALIGA,33,2012-04-11,A,REAL MADRID,ATLETICO DE MADRID,1:04,LW,67,1:02,LONG DISTANCE KICK,OTHER
CRISTIANO RONALDO,11/12,LALIGA,33,2012-04-11,A,REAL MADRID,ATLETICO DE MADRID,1:04,LW,24,0:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,11/12,LALIGA,33,2012-04-11,A,REAL MADRID,ATLETICO DE MADRID,1:04,LW,82,1:03,PENALTY,OTHER
LIONEL MESSI,11/12,LALIGA,34,2012-04-14,A,FC BARCELONA,LEVANTE UD,1:02,CF,73,1:02,PENALTY,OTHER
LIONEL MESSI,11/12,LALIGA,34,2012-04-14,A,FC BARCELONA,LEVANTE UD,1:02,CF,64,1:01,LEFT-FOOTED SHOT,ALEXIS SANCHEZ
CRISTIANO RONALDO,11/12,LALIGA,34,2012-04-14,H,REAL MADRID,SPORTING GIJÃ³N,3:01,LW,74,2:01,HEADER,ANGEL DI MARIA
CRISTIANO RONALDO,11/12,LALIGA,35,2012-04-21,A,REAL MADRID,FC BARCELONA,1:02,LW,73,1:02,RIGHT-FOOTED SHOT,MESUT OZIL
CRISTIANO RONALDO,11/12,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2012-04-25,H,REAL MADRID,BAYERN MUNICH,3:4 ON PENS,LW,6,1:00,PENALTY,OTHER
CRISTIANO RONALDO,11/12,UEFA CHAMPIONS LEAGUE,SEMI-FINALS,2012-04-25,H,REAL MADRID,BAYERN MUNICH,3:4 ON PENS,LW,14,2:00,RIGHT-FOOTED SHOT,MESUT OZIL
LIONEL MESSI,11/12,LALIGA,36,2012-04-29,A,FC BARCELONA,RAYO VALLECANO,0:07,CF,16,0:01,LEFT-FOOTED SHOT,PEDRO
LIONEL MESSI,11/12,LALIGA,36,2012-04-29,A,FC BARCELONA,RAYO VALLECANO,0:07,CF,88,0:07,LEFT-FOOTED SHOT,PEDRO
CRISTIANO RONALDO,11/12,LALIGA,36,2012-04-29,H,REAL MADRID,SEVILLA FC,3:00,LW,19,1:00,RIGHT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,11/12,LALIGA,20,2012-05-02,A,REAL MADRID,ATHLETIC BILBAO,0:03,LW,49,0:03,HEADER,XABI ALONSO
LIONEL MESSI,11/12,LALIGA,20,2012-05-02,H,FC BARCELONA,MALAGA CF,4:01,CF,34,2:01,PENALTY,OTHER
LIONEL MESSI,11/12,LALIGA,20,2012-05-02,H,FC BARCELONA,MALAGA CF,4:01,CF,60,3:01,PENALTY,OTHER
LIONEL MESSI,11/12,LALIGA,20,2012-05-02,H,FC BARCELONA,MALAGA CF,4:01,CF,63,4:01,LEFT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,11/12,LALIGA,37,2012-05-05,H,FC BARCELONA,RCD ESPANYOL BARCELONA,4:00,CF,11,1:00,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,11/12,LALIGA,37,2012-05-05,A,REAL MADRID,GRANADA CF,1:02,LW,81,1:01,PENALTY,OTHER
LIONEL MESSI,11/12,LALIGA,37,2012-05-05,H,FC BARCELONA,RCD ESPANYOL BARCELONA,4:00,CF,78,4:00,PENALTY,OTHER
LIONEL MESSI,11/12,LALIGA,37,2012-05-05,H,FC BARCELONA,RCD ESPANYOL BARCELONA,4:00,CF,73,3:00,LEFT-FOOTED SHOT,ADRIANO
LIONEL MESSI,11/12,LALIGA,37,2012-05-05,H,FC BARCELONA,RCD ESPANYOL BARCELONA,4:00,CF,63,2:00,PENALTY,OTHER
CRISTIANO RONALDO,11/12,LALIGA,38,2012-05-13,H,REAL MADRID,RCD MALLORCA,4:01,LW,18,1:00,HEADER,MARCELO
LIONEL MESSI,11/12,COPA DEL REY,FINAL,2012-05-25,H,FC BARCELONA,ATHLETIC BILBAO,3:00,CF,20,2:00,RIGHT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,12/13,LALIGA,1,2012-08-19,H,FC BARCELONA,REAL SOCIEDAD,5:01,CF,10,2:01,LEFT-FOOTED SHOT,PEDRO
LIONEL MESSI,12/13,LALIGA,1,2012-08-19,H,FC BARCELONA,REAL SOCIEDAD,5:01,CF,15,3:01,LEFT-FOOTED SHOT,CRISTIAN TELLO
LIONEL MESSI,12/13,SUPERCOPA,FINAL,2012-08-23,H,FC BARCELONA,REAL MADRID,3:02,CF,60,2:01,PENALTY,OTHER
CRISTIANO RONALDO,12/13,SUPERCOPA,FINAL,2012-08-23,A,REAL MADRID,FC BARCELONA,3:02,LW,55,0:01,HEADER,MESUT OZIL
LIONEL MESSI,12/13,LALIGA,2,2012-08-26,A,FC BARCELONA,CA OSASUNA,1:02,CF,74,1:01,LEFT-FOOTED SHOT,ALEXIS SANCHEZ
LIONEL MESSI,12/13,LALIGA,2,2012-08-26,A,FC BARCELONA,CA OSASUNA,1:02,CF,79,1:02,LEFT-FOOTED SHOT,JORDI ALBA
CRISTIANO RONALDO,12/13,SUPERCOPA,FINAL,2012-08-29,H,REAL MADRID,FC BARCELONA,2:01,LW,19,2:00,RIGHT-FOOTED SHOT,SAMI KHEDIRA
LIONEL MESSI,12/13,SUPERCOPA,FINAL,2012-08-29,A,FC BARCELONA,REAL MADRID,2:01,CF,45,2:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,12/13,LALIGA,3,2012-09-02,H,REAL MADRID,GRANADA CF,3:00,LW,25,1:00,RIGHT-FOOTED SHOT,JOSE CALLEJÃ³N
CRISTIANO RONALDO,12/13,LALIGA,3,2012-09-02,H,REAL MADRID,GRANADA CF,3:00,LW,53,2:00,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,12/13,LALIGA,4,2012-09-15,A,FC BARCELONA,GETAFE CF,1:04,CF,78,0:03,LEFT-FOOTED SHOT,PEDRO
LIONEL MESSI,12/13,LALIGA,4,2012-09-15,A,FC BARCELONA,GETAFE CF,1:04,CF,74,0:02,PENALTY,OTHER
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2012-09-18,H,REAL MADRID,MANCHESTER CITY,3:02,LW,90,3:02,RIGHT-FOOTED SHOT,MARCELO
LIONEL MESSI,12/13,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2012-09-19,H,FC BARCELONA,SPARTAK MOSCOW,3:02,CF,71,2:02,LEFT-FOOTED SHOT,CRISTIAN TELLO
LIONEL MESSI,12/13,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2012-09-19,H,FC BARCELONA,SPARTAK MOSCOW,3:02,CF,80,3:02,HEADER,ALEXIS SANCHEZ
CRISTIANO RONALDO,12/13,LALIGA,5,2012-09-24,A,REAL MADRID,RAYO VALLECANO,0:02,LW,69,0:02,PENALTY,OTHER
CRISTIANO RONALDO,12/13,LALIGA,6,2012-09-30,H,REAL MADRID,DEPORTIVO DE LA CORUÃ±A,5:01,LW,23,1:01,PENALTY,OTHER
CRISTIANO RONALDO,12/13,LALIGA,6,2012-09-30,H,REAL MADRID,DEPORTIVO DE LA CORUÃ±A,5:01,LW,84,5:01,PENALTY,OTHER
CRISTIANO RONALDO,12/13,LALIGA,6,2012-09-30,H,REAL MADRID,DEPORTIVO DE LA CORUÃ±A,5:01,LW,44,3:01,HEADER,SERGIO RAMOS
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2012-10-03,A,REAL MADRID,AJAX AMSTERDAM,1:04,LW,42,0:01,RIGHT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2012-10-03,A,REAL MADRID,AJAX AMSTERDAM,1:04,LW,79,1:03,RIGHT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2012-10-03,A,REAL MADRID,AJAX AMSTERDAM,1:04,LW,81,1:04,LEFT-FOOTED SHOT,SAMI KHEDIRA
LIONEL MESSI,12/13,LALIGA,7,2012-10-07,H,FC BARCELONA,REAL MADRID,2:02,CF,31,1:01,LEFT-FOOTED SHOT,OTHER
CRISTIANO RONALDO,12/13,LALIGA,7,2012-10-07,A,REAL MADRID,FC BARCELONA,2:02,LW,22,0:01,LEFT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,12/13,LALIGA,7,2012-10-07,H,FC BARCELONA,REAL MADRID,2:02,CF,60,2:01,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,12/13,LALIGA,7,2012-10-07,A,REAL MADRID,FC BARCELONA,2:02,LW,66,2:02,RIGHT-FOOTED SHOT,MESUT OZIL
LIONEL MESSI,12/13,LALIGA,8,2012-10-20,A,FC BARCELONA,DEPORTIVO DE LA CORUAA,4:05,CF,17,0:03,LEFT-FOOTED SHOT,CESC FABREGAS
LIONEL MESSI,12/13,LALIGA,8,2012-10-20,A,FC BARCELONA,DEPORTIVO DE LA CORUAA,4:05,CF,43,2:04,LEFT-FOOTED SHOT,CESC FABREGAS
LIONEL MESSI,12/13,LALIGA,8,2012-10-20,A,FC BARCELONA,DEPORTIVO DE LA CORUAA,4:05,CF,76,3:05,LEFT-FOOTED SHOT,XAVI
CRISTIANO RONALDO,12/13,LALIGA,8,2012-10-20,H,REAL MADRID,CELTA DE VIGO,2:00,LW,67,2:00,PENALTY,OTHER
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2012-10-24,A,REAL MADRID,BORUSSIA DORTMUND,2:01,LW,38,1:01,RIGHT-FOOTED SHOT,MESUT OZIL
LIONEL MESSI,12/13,LALIGA,9,2012-10-27,A,FC BARCELONA,RAYO VALLECANO,0:05,CF,89,0:05,RIGHT-FOOTED SHOT,CESC FABREGAS
LIONEL MESSI,12/13,LALIGA,9,2012-10-27,A,FC BARCELONA,RAYO VALLECANO,0:05,CF,48,0:02,LEFT-FOOTED SHOT,MARTA MONTOYA
CRISTIANO RONALDO,12/13,LALIGA,9,2012-10-28,A,REAL MADRID,RCD MALLORCA,0:05,LW,22,0:02,RIGHT-FOOTED SHOT,GONZALO HIGUAIN
CRISTIANO RONALDO,12/13,LALIGA,9,2012-10-28,A,REAL MADRID,RCD MALLORCA,0:05,LW,73,0:04,RIGHT-FOOTED SHOT,GONZALO HIGUAIN
LIONEL MESSI,12/13,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2012-11-07,A,FC BARCELONA,CELTIC FC,2:01,CF,90+1,2:01,TAP-IN,OTHER
LIONEL MESSI,12/13,LALIGA,11,2012-11-11,A,FC BARCELONA,RCD MALLORCA,2:04,CF,70,2:04,LEFT-FOOTED SHOT,ALEXIS SANCHEZ
CRISTIANO RONALDO,12/13,LALIGA,11,2012-11-11,A,REAL MADRID,LEVANTE UD,1:02,CF,20,0:01,RIGHT-FOOTED SHOT,OTHER
LIONEL MESSI,12/13,LALIGA,11,2012-11-11,A,FC BARCELONA,RCD MALLORCA,2:04,CF,43,0:02,LEFT-FOOTED SHOT,SERGIO BUSQUETS
LIONEL MESSI,12/13,LALIGA,12,2012-11-17,H,FC BARCELONA,REAL ZARAGOZA,3:01,CF,15,1:00,LEFT-FOOTED SHOT,JORDI ALBA
LIONEL MESSI,12/13,LALIGA,12,2012-11-17,H,FC BARCELONA,REAL ZARAGOZA,3:01,CF,60,3:01,LEFT-FOOTED SHOT,MARTA MONTOYA
LIONEL MESSI,12/13,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2012-11-20,A,FC BARCELONA,SPARTAK MOSCOW,0:03,CF,39,0:03,LEFT-FOOTED SHOT,PEDRO
LIONEL MESSI,12/13,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2012-11-20,A,FC BARCELONA,SPARTAK MOSCOW,0:03,CF,27,0:02,RIGHT-FOOTED SHOT,OTHER
LIONEL MESSI,12/13,LALIGA,13,2012-11-25,A,FC BARCELONA,LEVANTE UD,0:04,CF,46,0:01,LEFT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,12/13,LALIGA,13,2012-11-25,A,FC BARCELONA,LEVANTE UD,0:04,CF,51,0:02,LEFT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,12/13,LALIGA,14,2012-12-01,H,FC BARCELONA,ATHLETIC BILBAO,5:01,CF,24,2:00,LEFT-FOOTED SHOT,XAVI
LIONEL MESSI,12/13,LALIGA,14,2012-12-01,H,FC BARCELONA,ATHLETIC BILBAO,5:01,CF,69,5:01,RIGHT-FOOTED SHOT,PEDRO
CRISTIANO RONALDO,12/13,LALIGA,14,2012-12-01,H,REAL MADRID,ATLETICO DE MADRID,2:00,LW,16,1:00,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,12/13,UEFA CHAMPIONS LEAGUE,GROUP STAGE,2012-12-04,H,REAL MADRID,AJAX AMSTERDAM,4:01,LW,13,1:00,RIGHT-FOOTED SHOT,KARIM BENZEMA
LIONEL MESSI,12/13,LALIGA,15,2012-12-09,A,FC BARCELONA,REAL BETIS BALOMPIE,1:02,CF,16,0:01,LEFT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,12/13,LALIGA,15,2012-12-09,A,FC BARCELONA,REAL BETIS BALOMPIE,1:02,CF,25,0:02,LEFT-FOOTED SHOT,ANDRES INIESTA
LIONEL MESSI,12/13,COPA DEL REY,LAST 16,2012-12-12,A,FC BARCELONA,CÃ³RDOBA CF,0:02,CF,10,0:01,LEFT-FOOTED SHOT,DAVID VILLA
LIONEL MESSI,12/13,COPA DEL REY,LAST 16,2012-12-12,A,FC BARCELONA,CÃ³RDOBA CF,0:02,CF,73,0:02,LEFT-FOOTED SHOT,ALEXIS SANCHEZ
CRISTIANO RONALDO,12/13,COPA DEL REY,LAST 16,2012-12-12,A,REAL MADRID,CELTA DE VIGO,2:01,LW,87,2:01,LEFT-FOOTED SHOT,XABI ALONSO
LIONEL MESSI,12/13,LALIGA,16,2012-12-16,H,FC BARCELONA,ATLETICO DE MADRID,4:01,CF,88,4:01,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,12/13,LALIGA,16,2012-12-16,H,FC BARCELONA,ATLETICO DE MADRID,4:01,CF,58,3:01,LEFT-FOOTED SHOT,ALEXIS SANCHEZ
CRISTIANO RONALDO,12/13,LALIGA,16,2012-12-16,H,REAL MADRID,RCD ESPANYOL BARCELONA,2:02,CF,45,1:01,RIGHT-FOOTED SHOT,SAMI KHEDIRA
LIONEL MESSI,12/13,LALIGA,17,2012-12-22,A,FC BARCELONA,REAL VALLADOLID CF,1:03,CF,59,0:02,LEFT-FOOTED SHOT,XAVI
LIONEL MESSI,12/13,LALIGA,18,2013-01-06,H,FC BARCELONA,RCD ESPANYOL BARCELONA,4:00,CF,28,4:00,PENALTY,OTHER
CRISTIANO RONALDO,12/13,LALIGA,18,2013-01-06,H,REAL MADRID,REAL SOCIEDAD,4:03,LW,67,3:02,LEFT-FOOTED SHOT,KARIM BENZEMA
CRISTIANO RONALDO,12/13,LALIGA,18,2013-01-06,H,REAL MADRID,REAL SOCIEDAD,4:03,LW,70,4:02,DIRECT FREE KICK,OTHER
CRISTIANO RONALDO,12/13,COPA DEL REY,LAST 16,2013-01-09,H,REAL MADRID,CELTA DE VIGO,4:00,LW,24,2:00,LEFT-FOOTED SHOT,LUKA MODRIC
CRISTIANO RONALDO,12/13,COPA DEL REY,LAST 16,2013-01-09,H,REAL MADRID,CELTA DE VIGO,4:00,LW,87,3:00,LEFT-FOOTED SHOT,GONZALO HIGUAIN
CRISTIANO RONALDO,12/13,COPA DEL REY,LAST 16,2013-01-09,H,REAL MADRID,CELTA DE VIGO,4:00,LW,2,1:00,RIGHT-FOOTED SHOT,ALVARO ARBELOA
LIONEL MESSI,12/13,LALIGA,19,2013-01-13,A,FC BARCELONA,MALAGA CF,1:03,CF,26,0:01,RIGHT-FOOTED SHOT,OTHER
LIONEL MESSI,12/13,COPA DEL REY,QUARTER-FINALS,2013-01-16,H,FC BARCELONA,MALAGA CF,2:02,CF,29,1:01,LEFT-FOOTED SHOT,OTHER
LIONEL MESSI,12/13,LALIGA,20,2013-01-19,A,FC BARCELONA,REAL SOCIEDAD,3:02,CF,6,0:01,LEFT-FOOTED SHOT,ANDRES INIESTA
CRISTIANO RONALDO,12/13,LALIGA,20,2013-01-20,A,REAL MADRID,VALENCIA CF,0:05,LW,41,0:04,RIGHT-FOOTED SHOT,MESUT OZIL
CRISTIANO RONALDO,12/13,LALIGA,20,2013-01-20,A,REAL MADRID,VALENCIA CF,0:05,LW,35,0:03,LEFT-FOOTED SHOT,FABIO COENTRÃ£O
LIONEL MESSI,12/13,COPA DEL REY,QUARTER-FINALS,2013-01-24,A,FC BARCELONA,MALAGA CF,2:04,CF,79,2:04,HEADER,DANI ALVES
LIONEL MESSI,12/13,LALIGA,21,2013-01-27,H,FC BARCELONA,CA OSASUNA,5:01,CF,58,5:01,LEFT-FOOTED SHOT,ADRIANO
LIONEL MESSI,12/13,LALIGA,21,2013-01-27,H,FC BARCELONA,CA OSASUNA,5:01,CF,28,2:01,PENALTY,OTHER
CRISTIANO RONALDO,12/13,LALIGA,21,2013-01-27,H,REAL MADRID,GETAFE CF,4:00,LW,72,4:00,PENALTY,OTHER
CRISTIANO RONALDO,12/13,LALIGA,21,2013-01-27,H,REAL MADRID,GETAFE CF,4:00,LW,65,3:00,HEADER,ANGEL DI MARIA
CRISTIANO RONALDO,12/13,LALIGA,21,2013-01-27,H,REAL MADRID,GETAFE CF,4:00,LW,62,2:00,LEFT-FOOTED SHOT,MESUT OZIL
LIONEL MESSI,12/13,LALIGA,21,2013-01-27,H,FC BARCELONA,CA OSASUNA,5:01,CF,11,1:00,RIGHT-FOOTED SHOT,XAVI
LIONEL MESSI,12/13,LALIGA,21,2013-01-27,H,FC BARCELONA,CA OSASUNA,5:01,CF,56,4:01,LEFT-FOOTED SHOT,DAVID VILLA
LIONEL MESSI,12/13,LALIGA,22,2013-02-03,A,FC BARCELONA,VALENCIA CF,1:01,CF,39,1:01,PENALTY,OTHER
